duration_sec,duration_hms,video_id,title
616,00:10:16,fJ1_un39T1o,"Ultimate RSI Trading Guide For Beginners + BEST Strategies To Trade With RSI Indicator"
651,00:10:51,CtelYJ5lFr8,"Elite Renko Trading Strategy (How To Trade Renko Charts Successfully)"
691,00:11:31,43VDb1LpR6I,"This Volume Price Action Trading Strategy Will Halve Your Losses | Swing Trade ETFS & Stocks"
662,00:11:02,CniaInMpugI,"Trading Pivot Points With A Twist (Central Pivot Range Strategy For Forex & Stock Market)"
662,00:11:02,JXSJDE3EzN8,"How To Trade Regular & Hidden Divergences | Divergence Trading Explained For Beginners"
507,00:08:27,Xwdw3Lj1oHA,"BEST Moving Averages That Will Make You Tons Of Cash (For Day Trading Forex & Stocks)"
496,00:08:16,ofltPl-52y8,"BEST Scalping Trading Strategy For Beginners (How To Scalp Forex & Stock Market)"
512,00:08:32,WZBM-upkBm8,"Ichimoku Day Trading Strategy | Cloud Trading Explained (For Beginners)"
578,00:09:38,yrqd15Ph-tw,"Best Forex CCI Trading Strategy (Commodity Channel Index Explained For Beginners)"
632,00:10:32,4rn1vw3kGuU,"ADX DMI Day Trading Strategy | How To Use The ADX Indicator"
524,00:08:44,GHxSGoWRnHI,"Position Trading Strategies | Long-Term Forex and CFD Stock Trading"
573,00:09:33,aRmJuzk6YBA,"Day Trading Price Action | How To Read Momentum On Forex & Stock Market"
431,00:07:11,H3x-7_TM-ak,"How To Use Awesome Oscillator For Day Trading (Forex & Stock Trading Strategies)"
456,00:07:36,3GmofkcVO58,"How To Use StochRSI In Forex & Stock Trading | Stochastic RSI Trading Strategy"
552,00:09:12,z8hfnc0MXCI,"How To Win The Game Of Trading As A Complete Beginner"
559,00:09:19,McZJPGsuYXQ,"My Best Trend Following Strategy (Forex & Stock Trading System)"
530,00:08:50,Pdpcy_FGV7I,"Day Trading Strategy For Pivot Points Traders (Forex Trading System For Beginners)"
