magic,ea_name,symbol,account,basket_id,pf_expected,pf_basis,trades_per_month_expected,dd95_expected,dd95_basis,source_evidence,recorded_date,notes
990110,(Boss)_ZeusInspired_GridLog,AUDJPYm,415573666,,1.24,MAIN,3.61,5.22,MC95_bootstrap_5000it_fullpin,"_triage/_archive/verdicts/order104-126/ORDER109_ZEUS_REGIME_VERDICT.md (Model-4 real-tick confirm; DD MAIN 16.0% / BWD 10.2% backtest; not MC DD95) | dd95: MC bootstrap 5000 iters on _mt5_auto/reports/ORDER166_990110_ZEUS_AUDJPY_MAIN.htm (ORDER-166 fresh full-pin MAIN 2023.01-2026.07, leverage 1:100 asserted, Model=1 not M4; inputs byte-match the deployed _vps_deploy/ZEUS_AUDJPY_REGIME/ZeusAUDJPY_regime_demo_v1.set exactly; 152t, PF1.95 -- higher than the M4 pf_expected column (1.24), a known M1-vs-M4 fill-model divergence for grid EAs, not a data error) | trades_per_month_expected: 152 trades over 2023.01.01-2026.07.01 (182.4 weeks) in _mt5_auto/reports/ORDER166_990110_ZEUS_AUDJPY_MAIN.htm",2026-07-23,"pf_expected raw: MAIN(M4) 1.24 / BWD(M4) 1.29 (range-only regime gate m1rng25; 2023 is a real losing year PF 0.64 -- regime-dependent) | dd95_expected raw: 5.22% (MC DD_95th, bootstrap 5000it on fresh full-pin M1 report; CAVEAT: log-scaled grid/DCA EA -- trade-reshuffle MC is an optimistic lower bound on tail risk per mt5_montecarlo.py docstring; ORDER-159 backfill) | ORDER-942 2026-08-02: rate DERIVED as trades / window-weeks * 52/12 from the report this row already cited. It replaces the sentinel UNKNOWN, which made ""silent"" and ""thin"" indistinguishable for this leg. WINDOW INCLUDES 2026H1 - same caveat as 990301."
990208,Boss_14_GridLog,GBPJPYm,415573666,,1.43,MAIN,2.19,6.51,MC95_bootstrap_5000it_fullpin,"EA_MASTER_INDEX.csv Boss_14_GridLog GBPJPY row + _triage/_archive/verdicts/order104-126/ORDER106_GBPJPY_RESCUE_VERDICT.md (corr max 0.791 vs cohort; CADJPY) | dd95: MC bootstrap 5000 iters on _mt5_auto/reports/O166_B14_GBPJPY_M4_solo.htm (ORDER-166 fresh full-pin M4 MAIN 2023.01-2025.12, leverage 1:100 asserted; solo re-run -- batch run hit a known 0-trade transient artifact per O166_B14_REVALIDATE.csv; 79t, PF1.70 matches ORDER-166 table exactly) | trades_per_month_expected: 79 trades over 2023.01.01-2025.12.31 (156.4 weeks) in _mt5_auto/reports/O166_B14_GBPJPY_M4_solo.htm",2026-07-23,"pf_expected raw: MAIN(M4) 1.43 / BWD(M4) 1.11 (leg-8; all-years-positive per ORDER-106 rescue) | dd95_expected raw: 6.51% (MC DD_95th, bootstrap 5000it on fresh full-pin report; CAVEAT: log-scaled grid/DCA EA -- trade-reshuffle MC is an optimistic lower bound on tail risk per mt5_montecarlo.py docstring; ORDER-159 backfill) | ORDER-942 2026-08-02: rate DERIVED as trades / window-weeks * 52/12 from the report this row already cited. It replaces the sentinel UNKNOWN, which made ""silent"" and ""thin"" indistinguishable for this leg."
990303,Boss_17_Wave5,USDJPYm,463666728,,1.56,MAIN,1.17,0.55,MC95_bootstrap_5000it_fullpin,"_triage/ORDER082B_WAVE5_USDJPY_VERDICT.md (THIN: 11-17 trades/yr; ~85 total over 6yr -- size light per verdict) | dd95: MC bootstrap 5000 iters on _mt5_auto/reports/ORDER166_990303_W5USDJPY_MAIN.htm (ORDER-166 fresh full-pin MAIN 2023.01-2025.12, leverage 1:100 asserted; 46t -- thin per original verdict, PF1.55 close to pf_expected 1.56; naked probe, no grid/martingale per source header)",2026-07-23,"pf_expected raw: MAIN 1.56 / BWD 1.92 (EntryFib38.2/Wave3MinMult1.618; 6/6 years positive; no losing year) | dd95_expected raw: 0.55% (MC DD_95th, bootstrap 5000it on fresh full-pin report, n=46 thin; ORDER-159 backfill)"
990984,PairSpread_StatArb,EURUSDm,463666728,,1.14,MAIN,2.79,19.65,plain,_triage/_archive/verdicts/order076-098/ORDER098F_PAIRSPREAD_STATARB_VERDICT.md (CANDIDATE_WEAK: bootstrap PF_5th 0.753; date-split OOS PF 0.917; corr vs 6-EA cohort max +0.36 additive) | trades_per_month_expected: 126 trades over MAIN (assumed 2023.01-2025.12) (156.4 weeks) in _mt5_auto/order098h_x03_mc.json,2026-07-23,"pf_expected raw: MAIN 1.14 / BWD 1.15 / HOLDOUT(2017-19) 1.23 (locked config EntryZ2.5/ExitZ0.3/ZWindow100/StopZ3.5) | dd95_expected raw: 19.65% (MC bootstrap DD_95th; shuffle DD_95th 13.99% also cited -- test run on EntryZ2.5/ExitZ0.5 base config; not the final ExitZ0.3 lock) | ORDER-942 2026-08-02: rate DERIVED as trades / window-weeks * 52/12 from the report this row already cited. It replaces the sentinel UNKNOWN, which made ""silent"" and ""thin"" indistinguishable for this leg. trade_count 126 is the MC over the LOCKED ExitZ0.3 config. THE WINDOW IS AN ASSUMPTION (the json records no period) - stated so it is falsifiable; re-derive from a pinned report when one exists."
,unenumerated user EAs (~10),VARIOUS,146237,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNVERIFIED_ROW,2026-07-23,NEEDS_MC
990120,Boss_12_Breakout (MacroGate leg),USDJPYm,463666728,,1.01,plain,19.58,0.82,MC95_bootstrap_5000it_fullpin,"ea_projects/(Boss)_MacroGate/MACROGATE_AB_VERDICT.md line 31 (235t/12mo 2024; net +2.80 vs ungated -58.36; eqDD 57.73% money / 0.58% backtest vs ungated 130.43% -- not MC DD95; evidence = single 2024 in-sample window; holdout year not yet tested per ORDER-073 note) | dd95: MC bootstrap 5000 iters on _mt5_auto/reports/ORDER167_990120_MacroGate_GLOBALFIX.htm -- the ORDER-171 investigation's verified reproduction of the original gated config (235t/PF1.02/net+7.44/eqDD0.65% vs original 235t/1.01/+2.80/0.58% = matches almost exactly; the plain ORDER166_990120_MacroGate.htm report in this same folder is a DIFFERENT, ungated 333-trade run caused by a stale regime-CSV bug -- do not use it, see ORDER171_MACROGATE_GATE_INVESTIGATION.md). CAVEAT: single calendar-year 2024 in-sample window only, not the 3yr MAIN convention used elsewhere in this file -- no MAIN/BWD/holdout-window MacroGate report exists yet.",2026-07-23,"pf_expected raw: 1.01 (MacroGate-gated; full-year 2024; single in-sample window -- ungated baseline PF 0.91) | dd95_expected raw: 0.82% (MC DD_95th, bootstrap 5000it on the verified-gated 2024 reproduction; scope caveat: 2024-only, not a 3yr MAIN window; ORDER-159 backfill)"
990025,EA_SUPERTREND (crypto ST-BTC),BTCUSDm,415573666,,1.88,plain,2.12,10.71,MC95_bootstrap_5000it_fullpin,"_triage/_archive/verdicts/order104-126/ORDER125_CRYPTO_TRENDRIDER_SPEC.md (M4: 91t/DD1.9% flat over 2023-2026.07 ~43mo; snowball DD5.6%; MC(BWD) PF_5th 1.04 Ruin 0% -- not a full-sample DD95; swap RCA: BTC long -14.67%/yr not modeled in backtest; old evidence window overlaps 2026H1 holdout) | dd95: fresh pinned run this session, _mt5_auto/reports/O159_990025_STBTC_MAIN.htm (lane2, EA_SUPERTREND.ex5, BTCUSD H4, MAIN 2023.01-2025.12, Model 1, leverage 1:100 asserted, deployed _vps_deploy/CRYPTO_TRENDRIDER/ST_BTC_deploy.set used as-is -- already a complete 14/14-input pin, no harvesting needed; MC bootstrap 5000 iters; 76t, PF2.34; DD95 well above the old 1.9% backtest max-DD because that figure was one historical equity path -- MC resamples the same trades into thousands of paths and finds materially worse ones, which is the whole point of running it; unrelated to the separately-flagged BTC swap-cost gap)",2026-07-23,"pf_expected raw: 1.88 flat-lot / 2.22 snowball(RiskPct 1.0%) (M4 real-tick confirm) | dd95_expected raw: 10.71% (MC DD_95th, bootstrap 5000it on fresh full-pin run; ORDER-159 backfill) | ORDER-942 2026-08-02: RE-POINTED from account 463666728 to 415573666 (symbol BTCUSD -> BTCUSDm). The rate was NOT re-derived - it already existed and was correct; the row simply named the account the EA used to be on, and control_room_snapshot.ps1 keys the lookup on ""account|magic"", so it read NA. A trade RATE transfers across brokers far better than a PF does (ORDER-371), but it is not identical - re-derive if this leg is ever judged on the number."
990030,EA_DONCHIAN (crypto DON-ETH pyr3),ETHUSDm,415573666,,1.99,plain,4.33,2.5,MC95,"_triage/_archive/verdicts/order104-126/ORDER125_CRYPTO_TRENDRIDER_SPEC.md (M4: 186t/DD5.8% flat over 2023-2026.07 ~43mo; snowball DD14.3%; corr vs BTC leg 0.030 additive; swap RCA: ETH long -9.86%/yr not modeled in backtest) | dd95: _triage/_archive/verdicts/order104-126/ORDER125_CRYPTO_TRENDRIDER_SPEC.md line 47 ""MC pyramid | PF_5th 1.37 . DD_95th 2.5% . Ruin 0%"" (DON_ETH_c1_pyr3.set config, matches this row's flat-lot pyr3)",2026-07-23,"pf_expected raw: 1.99 flat-lot pyr3 / 2.52 snowball(RiskPct 0.35%) (M4 real-tick confirm) | dd95_expected raw: 2.5% (MC DD_95th on DON-ETH pyramid-3 config; ORDER-159 backfill) | ORDER-942 2026-08-02: RE-POINTED from account 463666728 to 415573666 (symbol ETHUSD -> ETHUSDm). The rate was NOT re-derived - it already existed and was correct; the row simply named the account the EA used to be on, and control_room_snapshot.ps1 keys the lookup on ""account|magic"", so it read NA. A trade RATE transfers across brokers far better than a PF does (ORDER-371), but it is not identical - re-derive if this leg is ever judged on the number."
992004,TrendRider_XAU (W2 S1),XAUUSD,415573666,,1.63,plain,1.99,4.15,plain,AGENT_TASKBOARD.md ORDER-139 block + portfolio/DEPLOYMENTS.csv row 49 notes (BWD 1.03; holdout 2026H1 1.33/23t burned; M4 1.61/1.01 retained; MC ruin 0; corr cohort <=0.32) | trades_per_month_expected: 72 trades over 2023.01.01-2025.12.31 (156.4 weeks) in _mt5_auto/reports/W2_S1_TrendRider_MAIN.htm,2026-07-23,"pf_expected raw: 1.63 (MAIN) | ORDER-942 2026-08-02: rate DERIVED as trades / window-weeks * 52/12 from the report this row already cited. It replaces the sentinel UNKNOWN, which made ""silent"" and ""thin"" indistinguishable for this leg."
992017,PivotBreakout_XAU,XAUUSDm,463666728,,1.16,plain,6.42,8.24,MC95,"_vps_deploy/PIVOTBREAKOUT_XAU/README_ATTACH.md ""Evidence"" table (Model-4 real-tick: MAIN 2023.01-2025.12 PF 1.16/231t; BWD 2020-2022 1.22/200t; HOLDOUT 2026H1 1.33/35t) | dd95: same file, ""MC (Model-4 MAIN trade series, 5000 iters): ruin 0.00%, PF-5th 1.16, DD95 8.24%, worst 12.41%, P(net<0) 0%""",2026-07-25,"ORDER-154/174 gap-fill 2026-07-25: EA was attached 2026-07-24, AFTER the 2026-07-23 ORDER-159 backfill, so it had no expectations row at all and portfolio_risk_admission counted it UNKNOWN -- i.e. EXCLUDED from account 463666728 portfolio_DD_est, which UNDERSTATED that account risk. pf_expected uses Model-4 1.16, not the Model-1 1.18 headline (M4 is the fill-realistic number) | trades_per_month_expected = 231t / 36mo MAIN window already cited above, not a guess | KNOWN GAP: corr vs cohort still UNMEASURED, and holdout n=35 is thin"
992003,LondonORB_XAU (SS1 +trend filter),XAUUSDm,415573666,,1.16,plain,13.86,3.61,MC95,"_vps_deploy/SS1_LONDONORB_XAU/README_ATTACH.md ""Evidence"" table (Model-4 real-tick: MAIN 2023.01-2025.12 PF 1.16/499t; BWD 2020-2022 1.06/492t; HOLDOUT 2026H1 1.21/86t) | dd95: same file, ""MC (on the Model-4 MAIN trade series, 5000 iters): ruin 0.00%, PF-5th 1.16, DD95 3.61%, worst 5.65%, P(net<0) 0%""",2026-07-25,"ORDER-154/174 gap-fill 2026-07-25: attached 2026-07-23, missed by the same-day ORDER-159 backfill, so it was counted UNKNOWN and EXCLUDED from account 415573666 portfolio_DD_est (understating it). pf_expected uses Model-4 1.16, which is UNDER the 1.2 deploy bar -- that weakness is on the record in the bundle README and must not be rounded up to the Model-1 1.22 | trades_per_month_expected = 499t / 36mo MAIN window already cited above, not a guess | FRAGILE AXIS: needs _02_MinOrAtrH1=0.5 exactly (0.8 -> MAIN 1.09), do not tidy upward"
992001,TsMom_XAU (S2),XAUUSDm,415573666,,UNKNOWN,RANGE_NOT_SEPARABLE,0.72,3.39,MC95,"portfolio/DEPLOYMENTS.csv row (ORDER-151, attached 2026-07-23) + _vps_deploy/S2_TSMOM_XAU/README_ATTACH.md -- locked lb60/deadmult2: MAIN PF 3.72/26t, BWD PF 0.70/27t. NO Monte Carlo, NO holdout, NO sensitivity fan were ever run on this EA (PARKED-VERIFY demo-isolate by explicit user directive, not a completed funnel)",2026-07-27,"ORDER-154/174 gap-fill 2026-07-25: row added so the magic stops being INVISIBLE to portfolio_risk_admission, but dd95 stays UNKNOWN -- NEEDS_MC. Do NOT invent a DD95 for this one: there is no MC run to cite, and the conservative tool behaviour (exclude + flag UNKNOWN) is correct here. pf_expected raw: MAIN 3.72 / BWD 0.70 -- BWD<1 was KNOWN AND ACCEPTED at attach (ADX regime-gate was tried and did not help), so the two windows are not a single expectable PF | trades_per_month_expected = 26t / 36mo MAIN || ORDER-231 (2026-07-27): MC RUN, dd95 no longer invented-or-absent. 5000-iteration order-resampling MC on the MAIN re-run (XAUUSD D1, 2023.01.01-2025.12.31, lane D:\Meta 5b, Model 1, report TSMOM_XAU_D1_MAIN_MC.htm): maxDD 5th/median/95th = 1.35 / 2.08 / 3.39 %, worst 4.96 %, ruin 0.00 %, P(net<0) 0.0 %. THREE CAVEATS THAT MATTER MORE THAN THE NUMBERS: (1) n=26 trades over 36 months -- a dd95 off 26 samples is a wide guess wearing a decimal point. (2) PF-5th equals point PF exactly (2.75) because order-resampling preserves the trade multiset, so net and PF are INVARIANT under this MC; the ""PF-5th >= 1.0"" bar cannot fail here and is therefore not evidence -- only the DD column carries information. (3) dd95 is a % of a $10,000 tester deposit at 0.01 lot; it only transfers to the live account if live equity and lot are the same ratio -- VERIFY before sizing on it. Also: the MAIN re-run gives PF 2.75 on the same 26 trades, not the 3.72 this row records; same trade count, different fills (different lane/model than the original). BWD 0.70 unchanged."
990016,Boss_16_KangarooGrid,XAUUSDm,463666728,,1.46,MAIN_CLEAN,5.7,9.70,BWD_EQDD,ORDER-202 clean-window re-run (MAIN 2023.01-2025.12 PF 1.46/205t eqDD 7.39%; BWD 2020-2022 PF 1.30/278t eqDD 9.70%) via _vps_deploy/BOSS16_KANGAROO_XAU/README_ATTACH.md,2026-07-26,"dd95_expected is NOT a Monte Carlo DD95 -- no MC has been run on this config. The 9.70 is the BWD-window equity DD, recorded as the best available stand-in and flagged so nobody reads it as an MC percentile. pf_expected 1.46 replaces the contaminated 1.57 headline (ORDER-078 funnel ran to 2026.07.01, inside the 2026H1 holdout)."
990026,(TRD)_SuperTrendFlip_rev05 (ORDER-353 deep-pyr+ER),BTCUSDm,463666728,,3.99,MAIN_M4_REALTICK,1.97,UNKNOWN,NOT_DERIVED,"EA_MASTER_INDEX.csv row ""(TRD)_SuperTrendFlip_rev05 BTCUSD H4 (ORDER-353)"": M4 real ticks year-sliced MAIN 3.99 / 89 legs over 2023.01.01-2025.12.31 (156.4 weeks) => 1.97 legs/month",2026-08-02,"ORDER-942: the only ACTIVE judge-dated row that had NO expectations row at all. The unit is LEGS, not signals - this EA pyramids, and the Control Room rate flag counts entry deals, which counts legs too, so the two sides agree. A/B partner of 990025; not an independent leg."
